Código,Tipo de institución,Nombre de institución,Acreditación institución (al 31 de octubre 2025),Área,Nombre carrera genérica,Nombre carrera (del título),% titulados con continuidad de estudios,Retención 1er año,Duración Real (semestres),Empleabilidad 1er año,Empleabilidad 2° año,Ingreso Promedio al 4° año
86,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,7 años,Tecnología,Ingeniería Civil en Biotecnología y/o Bioingeniería,Ingeniería Civil en Biotecnología,0.05263157894736842,s/i,s/i,0.8222222222222222,,s/i
70,Universidades,UNIVERSIDAD DE CHILE,7 años,Tecnología,Ingeniería Civil en Biotecnología y/o Bioingeniería,Ingeniería Civil en Biotecnología,0.0625,s/i,s/i,0.725,0.8666666666666667,s/i
86,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,7 años,Tecnología,Ingeniería Civil en Computación e Informática,Ingeniería Civil de Computación,0,s/i,14.6708860759494,0.9494949494949495,0.9117647058823529,s/i
89,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,7 años,Tecnología,Ingeniería Civil en Computación e Informática,Ingeniería Civil en Informática,0.05113636363636364,0.9121621621621622,13.2222222222222,0.8181818181818182,0.9354838709677419,De $2 millones 300 mil a $2 millones 400 mil
23,Universidades,UNIVERSIDAD ADOLFO IBAÑEZ,6 años,Tecnología,Ingeniería Civil en Computación e Informática,Ingeniería Civil Informática,0.022900763358778626,s/i,s/i,0.847457627118644,0.9493670886075949,s/i
20,Universidades,UNIVERSIDAD ANDRES BELLO,6 años,Tecnología,Ingeniería Civil en Computación e Informática,Ingeniería Civil Informática,0.09090909090909091,0.8425414364640884,12.30000000000001,0.8050314465408805,0.9014084507042254,Desde $2 millones 500 mil a $3 millones
90,Universidades,UNIVERSIDAD AUSTRAL DE CHILE,6 años,Tecnología,Ingeniería Civil en Computación e Informática,Ingeniería Civil en Informática,0.109375,0.7653061224489796,s/i,0.7678571428571429,,s/i
93,Universidades,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,5 años,Tecnología,Ingeniería Civil en Computación e Informática,Ingeniería Civil Informática,0.017857142857142856,0.8557692307692307,s/i,0.8775510204081632,0.9615384615384616,s/i
92,Universidades,UNIVERSIDAD CATOLICA DEL MAULE,5 años,Tecnología,Ingeniería Civil en Computación e Informática,Ingeniería Civil Informática,0.014925373134328358,0.8396946564885496,14.746666666666686,0.85,,s/i
91,Universidades,UNIVERSIDAD CATOLICA DEL NORTE,6 años,Tecnología,Ingeniería Civil en Computación e Informática,Ingeniería Civil en Computación e Informática,0.006622516556291391,0.8248847926267281,13.346153846153864,0.8646616541353384,0.9313725490196079,De $2 millones 400 mil a $2 millones 500 mil
70,Universidades,UNIVERSIDAD DE CHILE,7 años,Tecnología,Ingeniería Civil en Computación e Informática,Ingeniería Civil en Computación,0.0375,s/i,s/i,0.9241706161137441,0.9649122807017544,Desde $3 millones a $3 millones 500 mil
87,Universidades,UNIVERSIDAD DE CONCEPCION,7 años,Tecnología,Ingeniería Civil en Computación e Informática,Ingeniería Civil Informática,0.1111111111111111,0.819672131147541,13.99999999999998,0.8840579710144928,0.9508196721311475,Desde $2 millones 500 mil a $3 millones
76,Universidades,UNIVERSIDAD DE LA FRONTERA,5 años,Tecnología,Ingeniería Civil en Computación e Informática,Ingeniería Civil Informática,0.08771929824561403,0.8490566037735849,s/i,0.9615384615384616,,s/i
71,Universidades,UNIVERSIDAD DE SANTIAGO DE CHILE,7 años,Tecnología,Ingeniería Civil en Computación e Informática,Ingeniería Civil en Informática,0,0.8846153846153846,16,0.9852941176470589,0.9649122807017544,Desde $3 millones a $3 millones 500 mil
78,Universidades,UNIVERSIDAD DE TALCA,6 años,Tecnología,Ingeniería Civil en Computación e Informática,Ingeniería Civil en Computación,0.03333333333333333,0.8656716417910447,s/i,0.9818181818181818,0.9782608695652174,s/i
80,Universidades,UNIVERSIDAD DE TARAPACA,6 años,Tecnología,Ingeniería Civil en Computación e Informática,Ingeniería Civil en Computación e Informática,0,0.7661290322580645,13.65217391304346,0.8103448275862069,0.875,s/i
72,Universidades,UNIVERSIDAD DE VALPARAISO,6 años,Tecnología,Ingeniería Civil en Computación e Informática,Ingeniería Civil en Informática,0.1111111111111111,0.773972602739726,16.6666666666667,0.8863636363636364,,s/i
75,Universidades,UNIVERSIDAD DEL BIO-BIO,5 años,Tecnología,Ingeniería Civil en Computación e Informática,Ingeniería Civil en Informática,0.016194331983805668,0.8923076923076924,12.953271028037404,0.8721461187214612,0.9144385026737968,De $2 millones 200 mil a $2 millones 300 mil
3,Universidades,UNIVERSIDAD DIEGO PORTALES,6 años,Tecnología,Ingeniería Civil en Computación e Informática,Ingeniería Civil en Informática y Telecomunicaciones,0,0.9132947976878613,13.6111111111111,0.9262295081967213,0.963855421686747,Desde $2 millones 500 mil a $3 millones
10,Universidades,UNIVERSIDAD MAYOR,5 años,Tecnología,Ingeniería Civil en Computación e Informática,Ingeniería Civil en Computación e Informática,0,0.9565217391304348,s/i,0.8333333333333334,0.8048780487804879,De $2 millones 100 mil a $2 millones 200 mil
39,Universidades,UNIVERSIDAD SAN SEBASTIAN,5 años,Tecnología,Ingeniería Civil en Computación e Informática,Ingeniería Civil Informática,0,0.7670682730923695,s/i,0.7777777777777778,0.8648648648648649,s/i
88,Universidades,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6 años,Tecnología,Ingeniería Civil en Computación e Informática,Ingeniería Civil Informática,0.05387205387205387,0.8920634920634921,15.034965034965028,0.9372549019607843,0.9540229885057471,Desde $2 millones 500 mil a $3 millones
85,Universidades,UNIVERSIDAD TECNOLOGICA METROPOLITANA,4 años,Tecnología,Ingeniería Civil en Computación e Informática,Ingeniería Civil en Computación mención Informática,0.006666666666666667,0.8360655737704918,14.432692307692351,0.9,0.9795918367346939,Desde $2 millones 500 mil a $3 millones
23,Universidades,UNIVERSIDAD ADOLFO IBAÑEZ,6 años,Tecnología,Ingeniería Civil en Energía,Ingeniería Civil en Energía y Medio Ambiente,0,s/i,s/i,0.7966101694915254,0.828125,s/i
89,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,7 años,Tecnología,Ingeniería Civil en Minas,Ingeniería Civil de Minas,0.028169014084507043,0.8571428571428571,14.4318181818182,0.7264957264957265,0.8807339449541285,Desde $2 millones 500 mil a $3 millones
20,Universidades,UNIVERSIDAD ANDRES BELLO,6 años,Tecnología,Ingeniería Civil en Minas,Ingeniería Civil en Minas,0.023474178403755867,0.8333333333333334,14.098039215686304,0.6265060240963856,0.8197424892703863,De $2 millones 100 mil a $2 millones 200 mil
81,Universidades,UNIVERSIDAD ARTURO PRAT,5 años,Tecnología,Ingeniería Civil en Minas,Ingeniería Civil de Minas,0.09259259259259259,0.813953488372093,s/i,0.7317073170731707,,s/i
91,Universidades,UNIVERSIDAD CATOLICA DEL NORTE,6 años,Tecnología,Ingeniería Civil en Minas,Ingeniería Civil de Minas,0.06,0.8433734939759037,s/i,0.8048780487804879,0.9351851851851852,Desde $3 millones a $3 millones 500 mil
73,Universidades,UNIVERSIDAD DE ANTOFAGASTA,5 años,Tecnología,Ingeniería Civil en Minas,Ingeniería Civil en Minas y en Procesos Minerales,0.11320754716981132,0.7796610169491526,s/i,0.8292682926829268,,s/i
79,Universidades,UNIVERSIDAD DE ATACAMA,4 años,Tecnología,Ingeniería Civil en Minas,Ingeniería Civil en Minas,0.011428571428571429,0.7319587628865979,19.3372093023256,0.8827586206896552,0.963963963963964,Sobre $3 millones 500 mil
70,Universidades,UNIVERSIDAD DE CHILE,7 años,Tecnología,Ingeniería Civil en Minas,Ingeniería Civil de Minas,0.045454545454545456,s/i,s/i,0.9230769230769231,0.9824561403508771,Sobre $3 millones 500 mil
87,Universidades,UNIVERSIDAD DE CONCEPCION,7 años,Tecnología,Ingeniería Civil en Minas,Ingeniería Civil de Minas,0.04819277108433735,0.8533333333333334,15.1935483870968,0.8378378378378378,0.9375,s/i
74,Universidades,UNIVERSIDAD DE LA SERENA,5 años,Tecnología,Ingeniería Civil en Minas,Ingeniería Civil de Minas,0,0.8135593220338984,15.8653846153846,0.9120879120879121,0.9175257731958762,Desde $2 millones 500 mil a $3 millones
71,Universidades,UNIVERSIDAD DE SANTIAGO DE CHILE,7 años,Tecnología,Ingeniería Civil en Minas,Ingeniería Civil en Minas,0.02976190476190476,0.6708860759493671,16.6190476190476,0.9194915254237288,0.9767441860465116,Sobre $3 millones 500 mil
78,Universidades,UNIVERSIDAD DE TALCA,6 años,Tecnología,Ingeniería Civil en Minas,Ingeniería Civil en Minas,0.08888888888888889,0.828125,s/i,0.6486486486486487,0.775,s/i
39,Universidades,UNIVERSIDAD SAN SEBASTIAN,5 años,Tecnología,Ingeniería Civil en Minas,Ingeniería Civil en Minas,0.036585365853658534,0.75,12.071428571428571,0.6923076923076923,0.7192982456140351,s/i
88,Universidades,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6 años,Tecnología,Ingeniería Civil en Minas,Ingeniería Civil de Minas,0.03125,0.9166666666666666,15.1791044776119,0.8717948717948718,0.9146341463414634,s/i
86,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,7 años,Tecnología,Ingeniería Civil en Obras Civiles,"Ingeniería Civil, Diplomas en Diseño y Construcción de Obras e Ingeniería y Gestión de la Construcción",0.012195121951219513,s/i,15.83999999999998,0.9714285714285714,0.9506172839506173,De $2 millones 400 mil a $2 millones 500 mil
90,Universidades,UNIVERSIDAD AUSTRAL DE CHILE,6 años,Tecnología,Ingeniería Civil en Obras Civiles,Ingeniería Civil en Obras Civiles,0.015625,0.8,15.3913043478261,0.7884615384615384,0.9339622641509434,De $1 millón 700 mil a $1 millón 800 mil
94,Universidades,UNIVERSIDAD CATOLICA DE TEMUCO,5 años,Tecnología,Ingeniería Civil en Obras Civiles,Ingeniería Civil en Obras Civiles,0,0.7741935483870968,15.3829787234043,0.8072289156626506,0.8620689655172413,s/i
34,Universidades,UNIVERSIDAD DE LOS ANDES,6 años,Tecnología,Ingeniería Civil en Obras Civiles,Ingeniería Civil en Obras Civiles,0.02,s/i,s/i,0.8876404494382022,0.9156626506024096,De $2 millones 300 mil a $2 millones 400 mil
71,Universidades,UNIVERSIDAD DE SANTIAGO DE CHILE,7 años,Tecnología,Ingeniería Civil en Obras Civiles,Ingeniería Civil en Obras Civiles,0.025,0.7804878048780488,15.5,0.8590604026845637,0.9225806451612903,De $2 millones a $2 millones 100 mil
45,Universidades,UNIVERSIDAD DEL DESARROLLO,6 años,Tecnología,Ingeniería Civil en Obras Civiles,Ingeniería Civil en Obras Civiles,0,s/i,s/i,0.851063829787234,0.926829268292683,s/i
3,Universidades,UNIVERSIDAD DIEGO PORTALES,6 años,Tecnología,Ingeniería Civil en Obras Civiles,Ingeniería Civil en Obras Civiles,0.01507537688442211,0.8372093023255814,14.3661971830986,0.838150289017341,0.875,De $1 millón 900 mil a $2 millones
85,Universidades,UNIVERSIDAD TECNOLOGICA METROPOLITANA,4 años,Tecnología,Ingeniería Civil en Obras Civiles,Ingeniería Civil en Obras Civiles,0.027624309392265192,0.8285714285714286,16.0851063829787,0.7430555555555556,0.905982905982906,De $1 millón 700 mil a $1 millón 800 mil
88,Universidades,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6 años,Tecnología,Ingeniería Civil en Telemática,Ingeniería Civil Telemática,0.04918032786885246,0.7685185185185185,16.235294117647058,0.9811320754716981,,s/i
86,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,7 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil de Industrias,0.01288659793814433,s/i,14.765917602996277,0.9572039942938659,0.9649265905383361,Desde $3 millones a $3 millones 500 mil
89,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,7 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0.010498687664041995,0.907608695652174,14.422077922077902,0.938375350140056,0.9584487534626038,De $2 millones 200 mil a $2 millones 300 mil
23,Universidades,UNIVERSIDAD ADOLFO IBAÑEZ,6 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0.006944444444444444,0.8902439024390244,s/i,0.900375939849624,0.9439338235294118,Desde $2 millones 500 mil a $3 millones
20,Universidades,UNIVERSIDAD ANDRES BELLO,6 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0.02642901044867855,0.8746736292428199,11.681159420289857,0.8337236533957846,0.9147982062780269,De $2 millones a $2 millones 100 mil
81,Universidades,UNIVERSIDAD ARTURO PRAT,5 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0.04395604395604396,0.84,13.0967741935484,0.7738095238095238,0.9244186046511628,De $2 millones 300 mil a $2 millones 400 mil
90,Universidades,UNIVERSIDAD AUSTRAL DE CHILE,6 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0.011764705882352941,0.8554216867469879,14.28828828828832,0.7946127946127947,0.898876404494382,De $1 millón 700 mil a $1 millón 800 mil
31,Universidades,UNIVERSIDAD AUTONOMA DE CHILE,5 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0.032846715328467155,0.8189300411522634,12.861788617886177,0.7180616740088106,0.7818181818181819,De $1 millón 600 mil a $1 millón 700 mil
93,Universidades,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,5 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0.0043859649122807015,0.9025974025974026,15.016393442623,0.8454106280193237,0.917098445595855,De $1 millón 800 mil a $1 millón 900 mil
94,Universidades,UNIVERSIDAD CATOLICA DE TEMUCO,5 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0.008695652173913044,0.8904109589041096,18.38775510204084,0.8045977011494253,0.8611111111111112,s/i
92,Universidades,UNIVERSIDAD CATOLICA DEL MAULE,5 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0.03225806451612903,0.9251700680272109,13.5,0.719626168224299,0.9272727272727272,s/i
91,Universidades,UNIVERSIDAD CATOLICA DEL NORTE,6 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0.030821917808219176,0.9173228346456693,12.079831932773105,0.8517110266159695,0.9292035398230089,De $2 millones 300 mil a $2 millones 400 mil
4,Universidades,UNIVERSIDAD CENTRAL DE CHILE,5 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0.040892193308550186,0.8454545454545455,13.280701754385975,0.8727272727272727,0.9,De $2 millones 200 mil a $2 millones 300 mil
73,Universidades,UNIVERSIDAD DE ANTOFAGASTA,5 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0.01728395061728395,0.7142857142857143,16.82417582417583,0.9194139194139194,0.9607843137254902,Desde $2 millones 500 mil a $3 millones
79,Universidades,UNIVERSIDAD DE ATACAMA,4 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0.01652892561983471,0.8714285714285714,20.428571428571427,0.8764044943820225,0.9012345679012346,De $1 millón 900 mil a $2 millones
70,Universidades,UNIVERSIDAD DE CHILE,7 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0.00904977375565611,s/i,s/i,0.9508599508599509,0.9714285714285714,Desde $3 millones a $3 millones 500 mil
87,Universidades,UNIVERSIDAD DE CONCEPCION,7 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0.04861111111111111,0.9375,13.362831858407088,0.8505747126436781,0.9646017699115044,De $2 millones 200 mil a $2 millones 300 mil
76,Universidades,UNIVERSIDAD DE LA FRONTERA,5 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0.04285714285714286,0.9024390243902439,13.929577464788727,0.7842323651452282,0.8805309734513275,De $1 millón 800 mil a $1 millón 900 mil
74,Universidades,UNIVERSIDAD DE LA SERENA,5 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0.010309278350515464,0.8235294117647058,16.0925925925926,0.7972972972972973,0.9428571428571428,De $1 millón 900 mil a $2 millones
19,Universidades,UNIVERSIDAD DE LAS AMERICAS,5 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0.051194539249146756,0.9361702127659575,s/i,0.9072164948453608,0.9512195121951219,s/i
34,Universidades,UNIVERSIDAD DE LOS ANDES,6 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0.009036144578313253,s/i,s/i,0.9415584415584416,0.9695945945945946,Desde $2 millones 500 mil a $3 millones
83,Universidades,UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION,5 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0,s/i,s/i,0.7857142857142857,0.8412698412698413,s/i
71,Universidades,UNIVERSIDAD DE SANTIAGO DE CHILE,7 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0.019886363636363636,0.8543689320388349,15.681159420289902,0.9316546762589928,0.9734848484848485,De $2 millones 400 mil a $2 millones 500 mil
78,Universidades,UNIVERSIDAD DE TALCA,6 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0.016339869281045753,0.8598130841121495,13.63855421686747,0.8482490272373541,0.9314516129032258,De $2 millones a $2 millones 100 mil
80,Universidades,UNIVERSIDAD DE TARAPACA,6 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0.004081632653061225,0.8037974683544303,15.045454545454518,0.7970297029702971,0.8424657534246576,De $1 millón 800 mil a $1 millón 900 mil
72,Universidades,UNIVERSIDAD DE VALPARAISO,6 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0.015355086372360844,0.8076923076923077,15.647619047619063,0.8518518518518519,0.9323529411764706,De $2 millones 100 mil a $2 millones 200 mil
75,Universidades,UNIVERSIDAD DEL BIO-BIO,5 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0.02586206896551724,0.9236111111111112,13.933962264150965,0.7426470588235294,0.8841059602649006,De $1 millón 800 mil a $1 millón 900 mil
45,Universidades,UNIVERSIDAD DEL DESARROLLO,6 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0.03258145363408521,0.9491525423728814,12.881889763779526,0.8974358974358975,0.9316770186335404,De $2 millones 300 mil a $2 millones 400 mil
3,Universidades,UNIVERSIDAD DIEGO PORTALES,6 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0.014657980456026058,0.9416058394160584,13.5,0.896551724137931,0.9396551724137931,De $2 millones 200 mil a $2 millones 300 mil
2,Universidades,UNIVERSIDAD FINIS TERRAE,5 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0.022388059701492536,0.8860759493670886,13.35,0.8278688524590164,0.9247311827956989,s/i
10,Universidades,UNIVERSIDAD MAYOR,5 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0.022727272727272728,0.9226190476190477,14.609756097560986,0.83984375,0.8949771689497716,De $2 millones 100 mil a $2 millones 200 mil
39,Universidades,UNIVERSIDAD SAN SEBASTIAN,5 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0.03474320241691843,0.8487394957983193,12.468749999999979,0.8208092485549133,0.8451612903225807,De $1 millón 800 mil a $1 millón 900 mil
13,Universidades,UNIVERSIDAD SANTO TOMAS,4 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0.04276315789473684,0.8636363636363636,s/i,0.8805970149253731,0.9230769230769231,De $1 millón 900 mil a $2 millones
88,Universidades,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0.01649746192893401,0.9285714285714286,14.711711711711706,0.9248,0.9670542635658915,Desde $2 millones 500 mil a $3 millones
85,Universidades,UNIVERSIDAD TECNOLOGICA METROPOLITANA,4 años,Tecnología,Ingeniería Civil Industrial,Ingeniería Civil Industrial,0.020361990950226245,0.8909090909090909,14.5970149253731,0.8567335243553008,0.9264705882352942,De $2 millones a $2 millones 100 mil
70,Universidades,UNIVERSIDAD DE CHILE,7 años,Ciencias Básicas,Ingeniería Civil Matemática y Estadística,Ingeniería Civil Matemática,0.14102564102564102,s/i,s/i,0.7166666666666667,0.8205128205128205,s/i
88,Universidades,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6 años,Ciencias Básicas,Ingeniería Civil Matemática y Estadística,Ingeniería Civil Matemática,0.1,0.9285714285714286,15.242424242424264,0.8636363636363636,,s/i
86,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,7 años,Tecnología,Ingeniería Civil Mecánica,Ingeniería Civil Mecánico,0.033707865168539325,s/i,16.1428571428571,0.918918918918919,0.9552238805970149,Desde $2 millones 500 mil a $3 millones
89,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,7 años,Tecnología,Ingeniería Civil Mecánica,Ingeniería Civil Mecánica,0.024390243902439025,0.7974683544303798,18.0816326530612,0.7818181818181819,,s/i
90,Universidades,UNIVERSIDAD AUSTRAL DE CHILE,6 años,Tecnología,Ingeniería Civil Mecánica,Ingeniería Civil Mecánica,0.0821917808219178,0.875,16.8275862068966,0.7142857142857143,0.8695652173913043,s/i
70,Universidades,UNIVERSIDAD DE CHILE,7 años,Tecnología,Ingeniería Civil Mecánica,Ingeniería Civil Mecánica,0.0213903743315508,s/i,s/i,0.9186046511627907,0.9408284023668639,Desde $2 millones 500 mil a $3 millones
87,Universidades,UNIVERSIDAD DE CONCEPCION,7 años,Tecnología,Ingeniería Civil Mecánica,Ingeniería Civil Mecánica,0.09815950920245399,0.9066666666666666,15.049180327868806,0.8378378378378378,0.940677966101695,Desde $2 millones 500 mil a $3 millones
76,Universidades,UNIVERSIDAD DE LA FRONTERA,5 años,Tecnología,Ingeniería Civil Mecánica,Ingeniería Civil Mecánica,0.07792207792207792,0.6170212765957447,15.04,0.8636363636363636,0.8928571428571429,s/i
74,Universidades,UNIVERSIDAD DE LA SERENA,5 años,Tecnología,Ingeniería Civil Mecánica,Ingeniería Civil Mecánica,0.0990990990990991,0.7241379310344828,17.45,0.7582417582417582,0.8392857142857143,s/i
71,Universidades,UNIVERSIDAD DE SANTIAGO DE CHILE,7 años,Tecnología,Ingeniería Civil Mecánica,Ingeniería Civil en Mecánica,0.036,0.7954545454545454,15.3018867924528,0.9320388349514563,0.9821428571428571,Desde $2 millones 500 mil a $3 millones
78,Universidades,UNIVERSIDAD DE TALCA,6 años,Tecnología,Ingeniería Civil Mecánica,Ingeniería Civil Mecánica,0.08045977011494253,0.8048780487804879,14,0.7605633802816901,0.9056603773584906,s/i
80,Universidades,UNIVERSIDAD DE TARAPACA,6 años,Tecnología,Ingeniería Civil Mecánica,Ingeniería Civil Mecánica,0.030927835051546393,0.5094339622641509,s/i,0.8333333333333334,0.8461538461538461,De $2 millones 200 mil a $2 millones 300 mil
75,Universidades,UNIVERSIDAD DEL BIO-BIO,5 años,Tecnología,Ingeniería Civil Mecánica,Ingeniería Civil Mecánica,0.014492753623188406,0.7733333333333333,16.102941176470615,0.8032786885245902,0.90625,De $2 millones 100 mil a $2 millones 200 mil
88,Universidades,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6 años,Tecnología,Ingeniería Civil Mecánica,Ingeniería Civil Mecánica,0.030555555555555555,0.8930817610062893,16.877049180327884,0.9185667752442996,0.9401408450704225,Desde $2 millones 500 mil a $3 millones
89,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,7 años,Tecnología,Ingeniería Civil Metalúrgica,Ingeniería Civil Metalurgia Extractiva,0.049019607843137254,0.875,15.735294117647099,0.797752808988764,0.922077922077922,Desde $3 millones a $3 millones 500 mil
20,Universidades,UNIVERSIDAD ANDRES BELLO,6 años,Tecnología,Ingeniería Civil Metalúrgica,Ingeniería Civil en Metalurgia,0.0449438202247191,s/i,s/i,0.7246376811594203,0.8024691358024691,De $2 millones 100 mil a $2 millones 200 mil
91,Universidades,UNIVERSIDAD CATOLICA DEL NORTE,6 años,Tecnología,Ingeniería Civil Metalúrgica,Ingeniería Civil Metalúrgica,0.0546875,0.819672131147541,14.34375,0.8240740740740741,0.9459459459459459,Sobre $3 millones 500 mil
79,Universidades,UNIVERSIDAD DE ATACAMA,4 años,Tecnología,Ingeniería Civil Metalúrgica,Ingeniería Civil en Metalurgia,0.013513513513513514,0.6440677966101694,s/i,0.8421052631578947,0.88,s/i
87,Universidades,UNIVERSIDAD DE CONCEPCION,7 años,Tecnología,Ingeniería Civil Metalúrgica,Ingeniería Civil Metalúrgica,0.06557377049180328,0.7088607594936709,16.275,0.7706422018348624,0.917910447761194,Desde $3 millones a $3 millones 500 mil
71,Universidades,UNIVERSIDAD DE SANTIAGO DE CHILE,7 años,Tecnología,Ingeniería Civil Metalúrgica,Ingeniería Civil en Metalurgia,0.01,0.609375,s/i,0.8095238095238095,0.9382716049382716,Desde $3 millones a $3 millones 500 mil
88,Universidades,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6 años,Tecnología,Ingeniería Civil Metalúrgica,Ingeniería Civil Metalurgia,0.013888888888888888,0.8275862068965517,20.5172413793103,0.8620689655172413,0.9636363636363636,Sobre $3 millones 500 mil
89,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,7 años,Tecnología,Ingeniería Civil Química,Ingeniería Civil Química,0.027972027972027972,0.8356164383561644,14.341463414634099,0.7380952380952381,0.8666666666666667,De $2 millones 100 mil a $2 millones 200 mil
70,Universidades,UNIVERSIDAD DE CHILE,7 años,Tecnología,Ingeniería Civil Química,Ingeniería Civil Química,0.07608695652173914,s/i,s/i,0.8117647058823529,0.9342105263157895,De $2 millones 100 mil a $2 millones 200 mil
87,Universidades,UNIVERSIDAD DE CONCEPCION,7 años,Tecnología,Ingeniería Civil Química,Ingeniería Civil Química,0.0547945205479452,0.8961038961038961,14.3818181818182,0.8473282442748091,0.925,Desde $2 millones 500 mil a $3 millones
71,Universidades,UNIVERSIDAD DE SANTIAGO DE CHILE,7 años,Tecnología,Ingeniería Civil Química,Ingeniería Civil en Química,0.007352941176470588,0.7391304347826086,14.8947368421053,0.8983050847457628,0.9473684210526315,De $2 millones a $2 millones 100 mil
75,Universidades,UNIVERSIDAD DEL BIO-BIO,5 años,Tecnología,Ingeniería Civil Química,Ingeniería Civil Química,0.05128205128205128,0.6739130434782609,14.4878048780488,0.7128712871287128,0.8526315789473684,s/i
88,Universidades,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6 años,Tecnología,Ingeniería Civil Química,Ingeniería Civil Química,0.06415094339622641,0.8715596330275229,16.763636363636344,0.871244635193133,0.9536423841059603,Desde $2 millones 500 mil a $3 millones
89,Universidades,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,7 años,Tecnología,"Ingeniería Civil, plan común y licenciatura en Ciencias de la Ingeniería",Ingeniería Civil,0,0.8613861386138614,13.8679245283019,0.8421052631578947,0.9029850746268657,De $1 millón 900 mil a $2 millones
23,Universidades,UNIVERSIDAD ADOLFO IBAÑEZ,6 años,Tecnología,"Ingeniería Civil, plan común y licenciatura en Ciencias de la Ingeniería",Ingeniería Civil,0,0.8579545454545454,s/i,0.8829787234042553,0.8738738738738738,De $2 millones a $2 millones 100 mil
20,Universidades,UNIVERSIDAD ANDRES BELLO,6 años,Tecnología,"Ingeniería Civil, plan común y licenciatura en Ciencias de la Ingeniería",Ingeniería Civil,0.010869565217391304,0.8444444444444444,15.187499999999975,0.7536231884057971,0.855072463768116,De $2 millones a $2 millones 100 mil
